osm_element_id,longitude,latitude
652209192,144.7574418,-38.3575585
652306219,144.9772738,-37.8043121
652852180,152.2602001,-32.0511395
660024091,144.955421,-37.816218
660116315,144.971995,-37.81148
665615464,144.7476399,-37.6648833
665618140,144.7536225,-37.6653801
665793090,152.0224406,-27.5538286
667235468,148.1295534,-36.2158648
668200490,149.5701538,-33.433709
668439873,141.6223949,-32.9805058
675440474,138.6636886,-34.8777196
675909813,115.7393172,-31.7305342
676629592,144.9672054,-37.8005896
677091198,142.0397405,-37.5274587
677281507,153.4403536,-28.0673411
678344425,144.9663294,-37.8008438
681285196,144.9920713,-37.8080167
683816780,142.4928871,-38.3842682
685051159,143.9744905,-36.4134924
691557621,115.6431874,-33.3299147
691558335,115.6338104,-33.3484282
691558962,115.6485808,-33.3488894
697299401,150.9425493,-33.7551663
698397846,153.1912772,-27.4674581
699639872,144.9826525,-37.7357411
700524679,145.1482984,-37.8744423
700688508,144.971016,-37.807877
700689980,144.9685096,-37.8080646
700694424,144.9669948,-37.8098899
703585381,144.967969,-37.813024
703727581,115.8354519,-31.9385783
703970305,150.9481366,-33.4874734
706917145,144.9683001,-37.817579
706953238,151.6164436,-32.8787532
708788941,150.8378005,-34.4449382
715135528,148.7604612,-32.3341534
716345681,151.9300881,-32.3452259
718059766,152.4217461,-27.2393423
718406633,153.0066841,-27.4549342
726375195,115.7742994,-31.7432636
727459625,115.7068223,-33.318762
729284361,153.2023837,-27.0693495
730239981,145.1284506,-37.9295004
730314295,144.9823056,-37.8342473
731704900,143.8608671,-37.5436245
732133777,153.0809733,-27.5240514
734979276,150.1395288,-36.058837
735945278,151.2689307,-27.1896588
741906518,144.2421284,-37.591911
741906519,144.244014,-37.5902469
743327388,151.2078515,-33.8592662
745479450,149.2147216,-33.7096395
747141559,115.7153641,-33.2795383
747652951,150.9933529,-33.7613869
748846100,116.075402,-31.9181273
752181848,139.0372661,-35.1167557
752876499,115.735329,-31.7197032
757503617,151.7182208,-27.5558945
760471733,144.3070344,-37.4702936
762745078,151.2959912,-33.7557167
762749454,151.2797557,-33.7763643
762865673,145.0448139,-37.8891432
765040454,115.7379549,-31.737494
768259749,145.2941841,-38.0115976
768745384,130.9733414,-12.4859611
769029608,145.1138292,-38.0336347
770587926,145.7205235,-16.8117271
772592796,151.19403,-33.910613
775888425,138.6779876,-31.0943035
775942818,144.8818015,-37.693886
776072765,139.3358682,-30.3118807
776647098,144.9836371,-37.7837216
778115353,142.3216098,-38.1061246
781006884,144.9490587,-37.80314
787116601,153.0160022,-26.4519052
797215496,147.3152665,-42.8929551
797244185,147.3315337,-42.8871005
811037209,144.9722365,-37.7886163
813381973,135.4689289,-34.6237013
816571068,146.5778259,-35.5901715
821370786,153.1407908,-27.0578364
828607517,153.0897043,-27.7232342
831202222,144.1071263,-38.4588652
836112319,151.2049703,-33.872928
848380943,145.331429,-15.9437512
848390445,144.4455907,-15.5584184
849219344,153.2015568,-27.5423861
849463417,143.7847523,-38.3369436
849464185,144.3290616,-38.3165988
854309397,140.8358792,-37.2915731
863348329,143.8905258,-38.6347852
863350281,143.8607834,-38.6675038
864315726,150.7193234,-33.7476341
869967587,144.887425,-37.7833082
880556385,145.3854842,-17.3837466
884185512,148.6252967,-32.2420686
885685986,151.1777782,-33.8588089
896683840,153.4846537,-28.2154918
896706513,153.5057134,-28.1950697
917757871,153.026875,-27.664341
917794803,153.033158,-27.4568649
922445035,152.9284738,-27.075054
927445069,145.001963,-37.85877
929734266,153.1046923,-27.6373088
929734279,153.1019652,-27.6365495
929734293,153.1023935,-27.6362541
931626085,141.2771478,-37.9221118
936411009,151.2181699,-33.8747917
936411203,151.2158646,-33.8757467
937619908,144.990035,-37.8735005
937619910,144.9926448,-37.8685227
937619914,144.9896542,-37.8728113
938166411,144.362555,-38.1490166
939932973,115.8157659,-31.821514
942161614,153.11725,-27.660542
943216865,153.1029947,-27.6372338
944984946,153.1296552,-27.8814837
945230084,138.5156826,-34.8919378
946536561,153.211702,-27.7021465
948129800,116.0396773,-31.9067266
948135130,116.0258091,-31.899501
948135655,116.0213931,-31.8991043
948138398,116.0226592,-31.8952695
954684036,149.1289812,-35.2776689
955912982,144.8526801,-37.779515
962492103,144.96028,-37.8149228
983328225,152.9486491,-31.0222485
984955290,150.9984677,-33.9533522
984955295,150.9984482,-33.9532386
984956643,138.6240119,-35.5500963
987196803,147.677876,-29.6353241
988702958,152.4101009,-31.9389009
990510706,147.3186904,-42.9986525
992112562,145.0167927,-37.9753694
992638635,152.6659034,-31.8937593
993414859,151.4536357,-33.0761157
995573037,144.9893854,-37.7965805
997729133,152.186508,-31.8857595
1001926686,150.2624249,-23.8462406
1005359313,150.9962461,-32.013912
1006177476,144.9976399,-37.801543
1010514664,150.8431636,-33.6116399
1015598823,144.9640976,-37.8107177
1021383942,145.0132556,-37.8788807
1021878617,144.98906,-37.802264
1024258301,144.9954087,-37.8057789
1026006025,151.117367,-24.866011
1044799305,144.971924,-37.864253
1047222113,144.7411482,-38.3387097
1053376121,145.1690116,-38.1362144
1069297015,116.0202171,-31.8681982
1070441976,153.0484022,-27.6244773
1070463748,153.059182,-27.6248052
1078415920,153.0627092,-27.2928845
1080065113,144.9644899,-37.8114684
1080069665,144.9640779,-37.8115954
1081321641,151.0821013,-33.9512255
1081855518,153.0208612,-27.4684235
1106931700,145.1864172,-37.8911585
1107304505,145.0846687,-37.9879737
1108886413,146.0944321,-38.533649
1118027809,152.8629334,-28.2114603
1118277477,152.610849,-28.3884817
1120979776,152.4707864,-24.8331992
1129188459,139.7651922,-37.1655323
1129297283,151.105732,-33.961668
1129299152,151.106206,-33.954399
1131853789,145.0698474,-37.8230601
1138262517,145.091882,-37.875243
1138269866,145.09198,-37.8745332
1148484726,145.4667251,-38.4831951
1155970413,147.3320508,-42.8895829
1166160356,153.0633096,-27.3282696
1167253686,145.0472248,-37.8757785
1169734856,145.7643401,-38.3427948
1173866515,153.0505663,-27.2945997
1180571729,144.6771922,-37.4616958
1182255953,147.1514934,-41.4388596
1186759582,144.9755793,-38.3277744
1190781295,150.7782093,-28.904331
1190829778,151.1525696,-34.0458507
1234303900,145.3301747,-37.9017498
1236989279,147.1016428,-41.42477
1240556085,153.0618139,-27.3267158
1240902193,148.9612605,-33.9604166
1240978279,150.5155157,-23.3535303
1243204839,138.1880365,-32.8253625
1247895593,150.916761,-33.593666
1253206970,153.0991579,-26.7739393
1256661568,145.0449792,-37.7582295
1259065379,151.1231889,-33.8082845
1259065380,151.1231272,-33.8082556
1259070215,151.1232356,-33.8083164
1259611983,152.9590595,-26.9079744
1266167657,151.0943895,-33.8730688
1266624691,151.2055707,-33.8795556
1270779468,145.0188272,-37.9620635
1271614575,148.5665157,-25.8429925
1271829956,149.7846176,-30.3275514
1272657646,130.8908558,-12.3919953
1272657650,130.8816479,-12.3908708
1275648315,149.2004933,-35.3858977
1277932186,147.3028151,-41.3887945
1277936404,152.2088751,-28.1959106
1279999348,144.9601051,-37.8132
1280189385,151.118747,-34.0433123
1280189391,151.1235159,-34.044508
1280196061,151.1232492,-34.0445278
1280226280,142.855657,-37.152795
1283593075,151.1331115,-34.046251
1283594994,151.1535958,-34.0543905
1283595179,151.1545721,-34.0604038
1283595382,151.1556745,-34.0443278
1286264809,147.3072154,-42.8764273
1289943496,145.4975729,-37.648632
1291418873,145.3758397,-37.6540628
1292397875,144.9582051,-37.8132592
1292942933,146.034694,-17.5288304
1295528773,151.914931,-27.5640015
1299221028,145.0503147,-37.8642774
1299221048,145.050312,-37.8654078
1301362163,145.0789666,-37.8814755
1302774614,149.7878204,-30.327578
1304841542,150.8997259,-33.7846179
1305629071,152.9897693,-27.4971814
1307621327,149.0923775,-35.2415447
1312464526,144.3560569,-38.1584604
1313757482,144.9499996,-37.7602711
1315710890,144.5988888,-37.6668428
1324766391,153.072306,-27.529606
1329666014,139.6702808,-34.0353039
1329666027,139.6709377,-34.0381761
1332938014,148.6223559,-24.4630957
1337681316,149.2920661,-24.5705116
1341044784,144.9175484,-37.6607938
1342220377,152.5944547,-31.7123682
1345448687,145.1575032,-38.1711013
1346598582,151.2766743,-33.7958496
1349122861,115.6246045,-33.3986848
1352385947,145.1388458,-38.1510268
1361163827,144.9969074,-37.8766499
1361337831,115.8287535,-31.8976781
1362816566,144.9199143,-37.7577137
1363162046,153.1943125,-27.7356284
1363204567,145.0343512,-37.9863594
1363204573,145.0309878,-37.9774801
1380293244,115.7806522,-32.5845472
1382442010,145.1373932,-37.895359
1384184646,139.6226101,-34.8849346
1385533252,153.0286687,-27.470285
1403109357,138.7631232,-34.5989709
1413917379,152.2766224,-26.8438141
1415819606,151.070982,-34.0322833
1420988078,145.3151362,-38.0359998
1423612058,151.0879837,-33.8239896
1432021170,146.4246078,-38.3211903
1449308518,144.9854037,-37.8162524
1453194090,145.2393016,-37.9848528
1454533225,138.760325,-35.0098931
1455649561,144.9896322,-37.7047708
1458496253,145.163804,-37.881799
1462023351,151.1221391,-24.8672516
1467965884,138.5538592,-34.9494377
1474258645,131.1278662,-15.6164729
1475564999,138.7088455,-34.7832589
1475665427,145.4011867,-36.3932363
1477769373,151.1258576,-33.9557361
1479930109,144.9551854,-37.8208305
1480944663,150.8097634,-33.7543347
1480973196,150.7956121,-33.744959
1481002924,150.781529,-33.757027
1495371171,151.0508373,-33.714265
1498666601,133.3099678,-26.9664548
1499573269,146.7888702,-19.2956025
1502682274,146.7964709,-19.2660607
1502682276,146.791541,-19.2608295
1506061745,133.2994636,-27.316588
1506061775,133.3044096,-27.3191594
1520470902,138.552517,-34.93671
1520506938,145.1251989,-38.1433669
1522953990,144.9571513,-37.8311634
1530420324,145.1757666,-37.9682655
1538669301,145.163557,-37.7823311
1541597790,145.685083,-36.3273458
1541742634,153.0270265,-27.4713038
1541914120,153.0240859,-27.4713375
1542141921,153.028052,-27.4662686
1543546607,153.0242069,-27.4714641
1546579256,153.0233167,-27.4705402
1546691295,153.0215384,-27.4687327
1553562570,140.7612,-37.8161924
1553562586,140.7694112,-37.808234
1553613024,140.7805333,-37.8399457
1553613069,140.7918585,-37.8450421
1555085731,144.3470478,-38.0730615
1555090456,144.3433785,-38.0686019
1556483367,143.8945655,-37.5567992
1556692311,151.9691706,-27.5746975
1557899321,145.2333944,-38.2022914
1558807049,151.6848583,-33.0130914
1561057378,145.2136381,-37.9127961
1563378344,144.9827371,-37.8293666
1563412872,151.9258911,-27.5427783
1564791156,115.9526911,-32.0457395
1572734359,121.9082436,-33.8374279
1574807326,145.2180979,-36.6170807
1576265723,149.1641602,-35.7086243
1577577804,151.1958703,-33.8913201
1579245220,153.072564,-27.5038788
1583411945,145.0389715,-38.2204473
1583596333,150.3676442,-23.1348073
1586490642,153.2558476,-25.2187491
1594599829,148.9978183,-28.9782147
1602131310,149.2328066,-35.3549082
1602132301,149.2438445,-35.3492768
1604862837,115.8668449,-31.9402819
1608400467,150.9714701,-33.8150047
1609789823,150.6714263,-35.0390624
1610020485,115.8588495,-31.9490421
1611269169,147.0290467,-36.3278135
1611281699,150.9760825,-33.826529
1611285785,151.0035157,-33.8137108
1618953588,145.1195722,-37.7094476
1626460165,145.1769684,-37.9163688
1629384452,145.7264095,-16.9590578
1631273638,149.1829881,-21.081623
1631297806,149.1814951,-21.1065649
1633918988,149.1679153,-21.1024705
1634539641,149.11257,-35.4346955
1634704253,151.1176434,-33.9262391
1635115657,149.1602839,-21.1212649
1643803133,150.999663,-33.8221936
1645055110,150.9850687,-33.8129886
1645484382,151.7277492,-32.6619763
1646861961,149.1487687,-21.1740898
1649908681,151.9501874,-27.4663577
1653905075,145.1218844,-38.0444538
1653919795,149.1717989,-21.1221226
1657417665,149.1882479,-21.1263438
1658269369,145.1703128,-37.8592021
1659852187,149.1475353,-21.2359403
1662195405,153.0198847,-27.4673801
1666782910,145.0481861,-37.7209996
1674690293,134.0565423,-27.905436
1674725166,136.8248854,-31.1995074
1679600606,153.0168384,-27.5163706
1680941110,144.0043341,-37.5578318
1681127396,144.8890292,-37.8165558
1682324004,117.8990242,-35.0086446
1682539098,145.3051098,-38.0014037
1700868649,148.8631584,-21.1584851
1703971890,149.1878473,-21.0891156
1704817248,144.1423294,-37.3425172
1704832025,145.0154561,-37.7240683
1705497875,153.0223853,-27.2319356
1709715908,144.9644662,-37.798842
1709876941,142.7723738,-37.0712938
1709968391,145.9042835,-41.0541487
1721173386,151.6957682,-32.885542
1723650330,145.3790943,-37.7292412
1731658946,149.2098686,-21.3240044
1733842626,148.9652515,-20.8995987
1734860096,151.5763141,-32.5415103
1736160006,149.193526,-21.1487345
1736184262,145.1931964,-37.6395392
1736956867,151.1834945,-33.8832744
1742590302,145.1960752,-37.6371347
1745094921,151.0918215,-33.8369379
1745116468,151.0521484,-33.9528281
1749690832,145.0244157,-37.9320982
1750511053,144.9976889,-37.8840031
1758006027,151.0838839,-33.8417896
1767534673,144.9655099,-37.8217243
1768291671,130.8755134,-12.3891811
1768292620,130.8743199,-12.3785604
1770216889,130.8866799,-12.3805691
1770216896,130.8944589,-12.3843649
1772038488,140.3957837,-37.9108626
1772095043,145.3061144,-38.0075717
1772538759,151.0622828,-33.8501792
1778030417,138.6195791,-34.8759212
1779260861,149.9135046,-37.2499871
1787039607,145.7359275,-36.8572657
1788375602,153.0474688,-27.3692758
1793883163,151.8381534,-26.5467106
1795240930,149.0567159,-35.3618123
1800250137,152.7952347,-27.6048009
1801620251,115.77347,-32.1232225
1804666118,130.8888042,-12.3689792
1804666138,130.8771277,-12.3626335
1805738272,146.8060321,-19.3080198
1805738361,146.8059551,-19.3076703
1805826111,132.7064783,-27.0050662
1810812846,132.0274847,-26.76398
1811160006,115.5008668,-22.5430319
1811163490,148.7647209,-36.181809
1812102282,151.198721,-33.8884632
1813415156,151.2093306,-33.8946913
1815543228,151.1973206,-33.8379628
1826016758,114.9882958,-33.8647965
1827547961,115.7648288,-33.980633
1830743874,149.1541392,-21.165706
1833251543,151.1917514,-33.8729166
1833317153,151.1947702,-33.8851169
1834904035,151.2051542,-33.8665658
1846725864,150.6107535,-33.7450517
1852583260,118.4059989,-34.88401
1852677770,151.1742248,-33.8870293
1856526058,151.2026788,-33.8980826
1859997492,153.2566296,-25.2177024
1860046894,153.1980354,-27.9722692
1861423456,153.3130013,-27.9018618
1861574489,149.1755468,-21.1072122
1864405203,145.1208896,-37.7170773
1865257857,151.2039248,-33.8686704
1869303204,145.0908353,-37.6493517
1869579100,147.1379486,-41.443012
1873959509,144.9456549,-37.8346828
1875352000,151.4799451,-32.9648555
1875423148,151.2790157,-33.2242349
1880675405,153.2456264,-28.0485197
1887614321,139.4930723,-20.7282584
1895734841,149.0951596,-35.3655009
1903327560,150.6000385,-33.682285
1903777908,151.1597729,-33.7112481
1905076640,138.774568,-34.8242032
1905172840,115.7721233,-31.9050769
1907864837,145.1714682,-37.8124056
1907957308,149.1847658,-21.1412659
1911043400,153.0294742,-27.4871306
1912670651,138.7654616,-34.7190264
1919397833,149.7757185,-30.3299308
1922873504,146.3720502,-37.9778279
1923571551,144.3368485,-38.1366515
1926648235,115.8366657,-31.9102643
1928482912,152.0465604,-25.5074003
1928776292,147.7955209,-28.9717423
1929767660,152.5290236,-32.435495
1933339437,152.5827672,-25.7326141
1937856914,138.5286444,-34.8516356
1937859659,138.5244312,-34.8512675
1937862054,138.5215902,-34.8514683
1939836369,151.1976819,-33.8701434
1940849406,137.1782764,-35.9694048
1950739224,149.1807751,-21.1376816
1953966188,139.0885444,-34.7084744
1954067124,145.1729295,-37.9272703
1954089131,145.1663661,-37.9235233
1955890786,145.3458026,-38.0308694
1956246474,140.9997153,-28.9969553
1960750862,115.7218529,-32.2924268
1963294346,151.1841326,-33.8995521
1968359225,149.0874327,-35.3527867
1969336990,146.6235797,-37.6278232
1973804854,145.2309102,-36.8926496
1974506542,128.9310259,-26.0668902
1974543219,151.1041197,-33.7828512
1974941787,125.2977548,-18.6708035
1976146305,115.9096373,-31.9059145
1976181391,115.9092638,-31.8784761
1978699195,147.3354106,-37.9058014
1979718106,113.7710021,-23.1432425
1986431939,145.9052527,-41.0497928
1991872890,148.5305558,-37.795855
1993077611,146.6955751,-38.0138706
1994335708,115.7262797,-31.6701149
1995344824,116.0617912,-32.3370626
1996942898,116.0085155,-32.2209902
1999938176,152.9760024,-27.4965549
2000799419,144.0346909,-35.0913967
2000819972,149.1701122,-21.1638366
2000819974,149.164155,-21.1604573
2000826195,144.3962208,-35.4700851
2001332851,138.5972823,-34.9260417
2001985072,142.6632942,-35.68071
2002182812,138.6437762,-34.9625653
2003713494,149.089025,-35.354411
2003713506,149.0890978,-35.3546485
2005892282,144.9602093,-37.8036449
2017841341,153.2993142,-27.8534687
2017930636,152.0188876,-28.2278515
2026300453,152.9335628,-27.0711151
2026306629,152.9504661,-27.0764827
2029424785,138.6583998,-34.773374
2029424802,138.6620536,-34.7820938
2029424818,138.653634,-34.7908247
2035852421,144.956489,-37.801267
2037719740,134.1924841,-19.6370706
2039255000,145.0727319,-37.8722684
2050590645,140.1235911,-37.5703072
2059394256,151.2383557,-33.8710421
2060837441,152.6733041,-26.3436087
2060837446,152.6772394,-26.3875384
2060853817,153.4580023,-28.1475544
2064006413,147.0640304,-36.8925151
2079493289,150.8945033,-33.7776829
2079907045,148.7198803,-20.2692133
2080891639,145.076887,-37.8629512
2083132793,147.6485252,-37.8203447
2086698102,152.0195888,-28.2236112
2086698166,152.0360143,-28.2127259
2088089915,153.1893212,-27.5359724
2088221078,153.2016168,-27.521642
2088221080,153.1977769,-27.4876706
2088654349,147.8723958,-42.5596089
2091974994,147.2534266,-43.2325856
2092044002,153.257993,-27.5521839
2094249847,151.0155879,-33.8259078
2100155741,115.7626953,-32.3463904
2100741198,130.8625954,-12.3865875
2105133079,149.1635882,-35.3286378
2106990024,146.67721,-19.1922655
2115102615,145.1817507,-37.9773738
2119119836,145.7996081,-18.1257367
2119351168,105.6811856,-10.4226322
2121323026,135.2334588,-33.847746
2121908543,146.7844879,-37.9779687
2122365575,153.1751306,-27.6773863
2125895336,147.2844499,-42.8433323
2128298989,145.4583209,-16.0977049
2128299145,145.4148883,-16.1915423
2130503467,150.6546644,-33.7431272
2131733356,151.1708102,-33.5896788
2131747127,151.1916686,-33.301155
2133023841,144.966697,-37.816409
2134373993,145.2817637,-38.00198
2134636266,145.1023628,-38.0268519
2138868211,151.1770603,-33.8865339
2139836270,131.029056,-12.5181576
2141638675,144.8150106,-37.7766701
2142303666,146.8262677,-19.3324838
2144925117,144.975831,-37.835879
2145851316,145.0991629,-38.0196827
2149973338,153.0825521,-27.4927043
2151425345,153.0998202,-27.5059377
2152682138,147.3297816,-42.8827351
2152985086,150.8701702,-33.6961815
2156900856,149.128211,-35.413101
2160180248,145.3696637,-37.8840673
2160866364,144.3159207,-36.7052708
2163387593,151.181974,-33.8887786
2170084217,151.1797052,-33.7974454
2170520837,149.1550353,-35.3242061
2172939363,150.8203528,-33.7681981
2173278063,144.9527713,-37.816634
2174282825,147.4578076,-37.8005836
2179309648,150.5628913,-29.8670685
2181222484,138.6813185,-34.4706111
2182617344,145.0925892,-38.0078148
2186651837,144.9608685,-37.7773441
2187869950,144.7038461,-37.8800466
2189512478,150.8993242,-33.7761652
2191956452,144.995651,-37.792658
2195231150,147.4050474,-42.8836801
2196834512,150.7161993,-30.7395403
2201168735,144.9436819,-37.5414412
2201298605,115.8030892,-32.3379701
2216167931,143.8727292,-39.8580086
2233294360,149.1249575,-35.2401505
2241228144,145.7280967,-40.9902331
2243041765,144.9616487,-37.81047
2243362447,146.8905576,-37.923416
2251996814,149.246182,-21.6085731
2257604686,123.6171136,-32.352209
2257777941,130.8963225,-31.4499204
2259543954,153.4312281,-28.0203087
2262273116,145.1437631,-37.9009861
2262327096,145.1958816,-38.4642432
2262352585,153.044717,-27.597088
2262352592,153.0448726,-27.5971089
2262352599,153.0449316,-27.5967837
2272217313,145.4601319,-35.9997778
2272589518,143.9025899,-37.5515099
2273658789,140.5574648,-34.2376895
2282648112,144.7059047,-37.5636859
2282811337,149.0611056,-35.2386091
2286232074,144.961172,-37.810606
2286342045,152.9772109,-27.5032076
2288016093,138.596298,-34.907749
2289933005,144.9600585,-37.8080842
2290168685,149.1846748,-21.1556907
2292081591,145.6527208,-37.7550224
2292222547,140.4987127,-37.7057662
2293348117,138.5999182,-34.9256736
2294636891,142.9963058,-35.6373678
2294706921,143.1071268,-35.7171471
2295337163,149.0938803,-35.3338274
2296544239,147.8574124,-37.8219677
2296933634,145.0433555,-37.8896822
2296983783,151.2251479,-33.8722488
2298108966,149.0479748,-20.9249455
2298304093,141.996094,-35.8977347
2301981946,145.044119,-37.9566618
2303337216,144.9702146,-37.8342171
2304524863,147.7930342,-34.0104101
2305819655,148.6334866,-34.6694921
2305961000,151.9690152,-27.5973349
2307255292,148.7202752,-37.697749
2309819061,144.9535296,-37.7363165
2312210271,151.2060471,-33.8671738
2312950302,134.5765057,-25.5823825
2315277270,148.0914142,-37.7320831
2316624784,144.967914,-37.828472
