SA1_CODE_2021,Tot_Tot,Negative_Nil_income_Tot,HI_1500_1749_Tot,HI_2000_2499_Tot
10601111202,122,0,0,15
10601111203,230,8,10,22
10601111204,116,0,3,19
10601111205,123,5,8,17
10601111206,119,3,7,11
10601111207,120,5,10,10
10601111208,90,0,0,7
10601111209,183,0,8,12
10601111210,139,0,6,14
10601111211,58,4,4,3
10601111213,177,0,6,14
10601111214,177,4,7,19
10601111215,118,8,12,11
10601111216,126,0,5,18
10601111217,113,0,6,18
10601111218,141,4,7,23
10601111219,163,4,9,16
10601111220,43,0,0,0
10601111221,99,4,10,13
10601111222,146,0,9,6
10601111223,92,3,8,13
10601111224,118,0,4,18
10601111225,81,0,9,5
10601111226,98,0,6,9
10601111227,158,0,9,24
10601111228,107,0,5,11
10601111229,114,3,3,13
10601111230,184,3,6,26
10601111231,160,0,7,20
10601111232,90,3,5,4
10601111233,219,4,10,27
10601111234,123,0,6,11
10601111235,174,0,7,19
10601111237,105,0,4,21
10601111238,104,0,4,21
10601111240,107,0,4,16
10601111241,75,0,3,9
10601111242,166,3,10,15
10601111244,143,0,8,13
10601111245,77,0,0,10
10601111246,122,3,3,22
10601111247,109,0,5,20
10601111248,127,5,9,17
10601111249,93,0,6,11
10601111250,181,0,8,21
10601111251,165,4,6,23
10601111301,84,0,5,11
10601111302,147,3,4,12
10601111303,60,4,0,10
10601111304,133,4,7,3
10601111305,120,0,0,11
10601111306,118,6,7,13
10601111307,53,0,4,9
10601111308,61,0,0,9
10601111309,164,10,9,18
10601111310,79,6,0,9
10601111311,130,4,4,9
10601111312,203,0,13,18
10601111313,110,0,3,9
10601111314,166,4,9,15
10601111315,106,5,3,16
10602111401,141,5,3,11
10602111402,218,7,15,14
10602111403,85,3,6,14
10602111408,163,0,4,20
10602111409,126,0,11,20
10602111410,263,6,16,26
10602111411,129,3,7,12
10602111412,109,4,13,8
10602111415,166,0,3,13
10602111416,224,0,10,38
10602111417,229,4,20,36
10602111418,215,3,10,36
10602111419,46,0,0,3
10602111420,201,0,14,31
10602111421,220,0,5,36
10602111422,104,0,4,17
10602111423,126,4,10,23
10602111424,58,0,0,4
10602111425,205,0,17,44
10602111426,112,0,4,0
10602111601,170,6,14,17
10602111602,157,0,6,10
10602111603,99,0,0,18
10602111604,194,0,3,31
10602111605,170,3,6,28
10602111606,326,0,12,34
10602111607,83,0,4,4
10602111608,157,3,8,17
10602111609,108,0,4,12
10602111610,175,4,3,11
10602111611,91,0,3,14
10602111612,321,9,15,43
10602111613,231,0,10,36
10602111614,189,0,8,18
10602111615,173,3,11,20
10602111617,150,4,9,17
10602111618,145,0,8,20
10602161401,134,6,6,8
10602161402,99,0,3,10
10602161403,176,0,6,16
10602161404,77,0,0,10
10602161405,267,3,20,19
10602161406,149,3,0,27
10602161407,157,5,8,15
10602161408,286,8,11,29
10602161409,156,0,11,24
10602161410,130,0,11,23
10602161411,135,0,8,15
10602161412,202,0,15,15
10602161413,111,0,11,9
10602161414,154,0,3,16
10602161415,165,0,16,26
10602161416,116,0,9,15
10602161417,160,3,13,22
10602161418,143,0,3,18
10602161419,186,0,13,29
10602161420,141,4,8,13
10602161421,86,0,4,6
10602161422,5,0,0,0
10602161423,104,0,7,20
10602161424,10,0,0,0
10602161425,107,0,10,13
10602161426,143,0,12,6
10602161427,206,0,9,33
10602161428,92,0,4,16
10602161429,213,0,12,28
10602161430,73,0,5,10
10602161431,116,0,7,12
10602161432,188,0,13,17
10602161433,165,3,18,25
10602161434,148,0,3,23
10602161435,160,4,10,13
10602161436,69,0,9,7
10602161437,74,0,11,13
10602161438,110,3,3,9
10602161439,264,9,9,24
10602161440,113,0,7,4
10602161441,134,0,13,24
10602161442,165,0,9,12
10602161443,111,4,3,16
10602161444,85,0,0,13
10602161445,152,0,10,24
10602161446,123,0,7,16
10602161447,96,0,8,13
10602161448,142,0,7,17
10602161449,216,3,23,24
10602161501,177,4,6,29
10602161502,61,0,0,3
10602161503,145,0,15,21
10602161504,168,0,9,24
10602161505,119,5,0,7
10602161506,249,3,6,22
10602161507,251,0,7,39
10602161508,121,0,9,28
10602161509,191,6,14,29
10602161510,212,0,21,28
10602161511,110,6,0,17
10602161512,236,4,15,22
10602161513,162,0,8,19
10602161514,99,0,4,13
10602161515,98,0,7,11
10602161516,182,0,12,23
10602161517,188,8,8,20
10602161518,158,0,11,31
10602161519,245,0,23,35
10602161520,163,3,4,14
10602161521,259,0,19,17
10602161522,188,0,14,41
10602161523,118,0,12,15
10602161524,91,0,3,15
10602161525,162,0,7,20
10602161526,104,0,6,11
10602161527,148,0,10,26
10602161528,164,5,14,24
10602161529,192,0,5,4
10602161530,117,0,7,15
10602161531,68,0,5,3
10602161532,176,0,8,25
10602161533,120,0,0,9
10602161534,207,0,19,35
10602161535,132,4,0,17
10602161536,137,4,0,16
10602161537,125,4,9,16
10602161538,176,3,13,17
10602161539,116,0,5,13
10602161601,134,0,8,19
10602161602,95,0,9,8
10602161603,127,0,14,13
10602161604,146,0,10,3
10602161605,148,5,13,15
10602161606,117,0,8,22
10602161607,185,3,13,23
10602161608,95,0,3,8
10602161609,217,3,14,26
10602161610,190,0,12,27
10602161611,0,0,0,0
10602161612,184,0,11,15
10602161613,184,0,13,24
10602161614,202,3,14,22
10602161615,210,0,5,37
10602161616,152,0,11,13
10602161617,158,0,9,34
10602161618,183,5,7,27
10602161619,221,0,13,35
10602161620,79,3,4,12
10602161701,366,5,20,27
10602161702,153,0,10,13
10602161703,278,0,15,37
10602161704,209,0,18,28
10602161705,180,5,8,28
10602161706,232,5,9,37
10602161707,221,4,9,32
10602161708,157,6,12,14
10602161709,99,0,6,5
10602161710,19,0,0,6
10602161711,161,3,11,8
10602161712,200,7,16,17
10602161713,232,0,13,36
10602161714,244,3,16,25
10602161715,179,0,12,23
10602161716,175,3,9,19
10602161717,135,0,9,17
10602161718,221,0,19,22
10602161719,197,3,8,25
10602161720,0,0,0,0
10602161721,210,0,18,20
10602161722,79,3,0,3
10602161723,139,4,8,15
10602161801,224,0,18,25
10602161802,119,4,4,12
10602161803,147,3,8,17
10602161804,70,0,0,5
10602161805,113,0,3,16
10602161806,208,4,15,41
10602161807,151,0,5,24
10602161808,0,0,0,0
10602161809,175,6,6,23
10602161810,135,0,9,20
10602161811,116,3,3,15
10602161812,140,4,11,23
10602161813,105,0,5,14
10602161814,61,4,0,6
10602161815,134,0,11,25
10602161816,171,0,18,21
10602161817,228,0,7,35
10602161818,176,0,12,20
10602161819,157,0,6,26
10602161820,85,0,5,7
10602161821,219,0,23,42
10602161822,169,7,16,33
10602161823,172,0,8,22
10602161824,95,0,16,14
10602161825,184,6,4,26
10602161826,121,0,8,17
10602161827,145,0,18,35
10602161828,121,0,8,9
10602161829,77,0,3,17
10602161830,93,0,7,7
10602161831,197,4,20,45
10602161832,166,0,3,27
10602161833,159,0,12,21
10602161834,193,0,14,18
10602161835,129,0,10,15
10602161836,0,0,0,0
10602161837,122,0,6,21
10602161838,133,0,9,28
10602161839,111,0,6,8
10603111901,106,0,5,16
10603111902,139,0,14,14
10603111903,213,4,14,22
10603111904,136,0,17,21
10603111906,121,0,3,14
10603111907,288,7,13,11
10603111908,0,0,0,0
10603111909,144,3,3,4
10603111910,193,5,4,15
10603111911,88,0,4,15
10603111912,99,0,5,10
10603111913,138,0,11,18
10603111914,131,0,11,9
10603111915,197,4,17,25
10603111916,141,0,11,16
10603111917,0,0,0,0
10603111918,83,4,0,12
10603111919,0,0,0,0
10603111921,62,7,0,0
10603111922,237,7,3,12
10603112001,9,0,0,0
10603112002,156,6,7,15
10603112003,127,3,5,11
10603112004,192,7,10,11
10603112005,0,0,0,0
10603112006,255,5,16,17
10603112007,104,3,3,13
10603112008,225,3,15,13
10603112009,300,3,14,37
10603112010,238,6,18,21
10603112011,103,8,3,8
10603112012,142,4,7,14
10603112013,177,6,9,20
10603112014,202,8,8,20
10603112015,100,0,7,13
10603112016,218,9,7,16
10603112017,0,0,0,0
10603112018,213,4,6,15
10603112101,257,7,16,29
10603112102,226,8,9,18
10603112103,152,0,12,19
10603112104,116,0,7,10
10603112105,113,3,6,10
10603112106,322,8,7,14
10603112107,98,0,5,10
10603112108,241,3,11,18
10603112109,160,0,7,12
10603112110,103,0,8,16
10603112111,0,0,0,0
10603112112,0,0,0,0
10603112113,36,0,8,3
10603112114,7,0,0,0
10603112115,239,5,21,24
10603112116,214,9,15,22
10603112117,0,0,0,0
10603112118,161,0,4,20
10603112119,190,4,14,17
10603112120,85,4,3,9
10603112121,44,0,0,0
10603112122,134,4,3,12
10603112123,263,8,9,18
10603112124,165,5,8,22
10603112125,138,4,4,12
10603112126,98,3,3,9
10603112127,198,6,14,19
10603112128,146,0,12,16
10603112129,102,0,6,17
10603112130,153,6,11,17
10603112131,305,13,20,25
10603112133,151,5,8,12
10603112134,229,8,14,31
10603112135,284,8,11,31
10603112136,178,10,5,22
10603112137,178,4,12,17
10603112138,245,0,17,28
10603112139,137,4,8,14
10603112140,142,0,9,17
10603112141,185,3,21,19
10603112142,146,5,5,9
10603112143,228,9,8,13
10603112144,139,3,0,13
10603112145,230,0,18,35
10603112146,223,10,8,5
10603112147,134,0,10,12
10603112148,201,4,11,20
10603112149,215,8,9,17
10603112150,118,5,10,13
10603112151,217,3,13,24
10603112152,114,0,6,11
10603112153,148,4,6,22
10603112154,151,3,0,18
10603112155,129,0,7,6
10603112156,175,3,9,15
10603112157,144,0,8,14
10603112158,276,13,7,21
10603112201,265,8,14,28
10603112202,127,0,7,10
10603112203,0,0,0,0
10603112204,154,0,5,16
10603112205,157,0,7,17
10603112206,144,3,10,14
10603112207,188,3,3,3
10603112208,152,0,10,13
10603112209,217,0,16,16
10603112210,280,4,20,18
10603112211,112,0,6,11
10603112212,202,5,19,19
10603112213,93,0,4,10
10603112214,120,0,4,10
10603112215,159,3,7,10
10603112216,151,0,10,19
10603112217,254,0,18,44
10603112218,115,0,7,17
10603112219,186,0,13,24
10603112220,147,3,10,14
10603112221,197,3,11,29
10603112222,166,4,14,12
10603112223,164,3,10,8
10603112224,114,0,0,12
10603112225,149,0,15,17
10603112226,235,4,19,15
10603112227,220,3,11,33
10603112228,189,0,10,26
10603112230,258,4,20,18
10603112232,4,0,0,0
10603112233,98,0,10,16
10603112234,95,0,11,7
10603112235,327,5,26,52
10603112236,84,0,4,4
10603112301,90,0,7,10
10603112302,97,0,3,5
10603112303,138,7,9,19
10603112304,123,0,11,11
10603112305,166,3,11,16
10603112306,54,0,0,3
10603112307,73,0,6,4
10603112308,143,0,4,21
10603112309,133,0,11,13
10603112310,203,0,8,20
10603112311,117,0,6,16
10603112312,113,0,9,9
10603112313,144,0,9,18
10603112314,111,0,3,10
10603112315,90,0,3,12
10603112402,130,6,0,15
10603112403,244,6,7,18
10603112404,168,5,18,5
10603112405,325,6,14,12
10603112406,137,0,7,6
10603112407,120,3,11,11
10603112408,158,3,6,9
10603112409,120,0,10,6
10603112411,251,5,17,15
10603112412,129,0,7,15
10603112413,196,3,6,23
10603112414,34,0,0,9
10603112415,0,0,0,0
10603112416,0,0,0,0
10603112417,106,4,4,5
10603112418,104,0,0,6
10603112419,14,0,0,0
10603112420,257,4,15,13
10603112421,53,0,4,3
10603112422,72,0,4,0
10603112501,86,0,7,5
10603112502,237,5,18,29
10603112503,153,0,4,14
10603112505,0,0,0,0
10603112506,187,0,13,23
10603112507,184,4,10,18
10603112508,0,0,0,0
10603112509,0,0,0,0
10603112510,129,0,6,9
10603112512,123,0,9,17
10603112513,177,0,12,29
10603112514,30,0,3,4
10603112515,212,4,6,16
10603112516,124,4,4,13
10603112517,220,4,6,13
10603112518,188,5,13,24
10603112519,120,5,3,8
10603112520,110,4,9,11
10603112521,163,0,7,23
10603112522,117,0,11,16
10603112523,113,3,7,9
10603112524,158,0,17,29
10603112525,176,0,11,24
10603112526,109,0,10,18
10603112527,214,4,13,32
10603112528,155,0,14,26
10603112529,128,0,13,14
10603112530,185,5,14,20
10603112531,115,0,10,12
10603112532,82,0,7,8
10603112533,0,0,0,0
10603112534,85,0,7,7
10603112535,105,0,10,17
10603112536,76,3,0,10
10603112537,133,0,7,14
10603112538,186,0,5,33
10603112539,133,4,10,15
10603112540,110,6,3,7
10603112541,265,3,6,40
10603112542,62,0,3,3
10604112601,26,0,0,3
10604112602,61,0,9,13
10604112603,161,7,5,8
10604112604,158,5,12,14
10604112605,119,0,7,9
10604112606,99,0,6,10
10604112607,121,3,0,7
10604112608,84,3,10,7
10604112609,148,4,8,17
10604112610,155,0,10,21
10604112611,69,0,5,13
10604112612,119,0,4,9
10604112613,169,0,10,26
10604112614,182,4,15,22
10604112615,38,0,3,7
10604112617,170,4,7,6
10604112618,120,0,6,17
10604112619,58,0,4,4
10604112620,131,0,9,17
10604112621,137,5,4,4
10604112622,170,4,9,5
10604112623,182,4,16,22
10604112624,130,3,7,12
10604112625,148,7,10,17
10604112626,80,0,0,14
10604112627,123,0,9,19
10604112628,78,0,3,6
10604112629,124,0,5,18
10604112630,250,0,17,55
10604112632,66,4,0,6
10604112633,97,0,0,14
10604112634,89,0,3,13
10604112635,3,0,0,0
10604112636,141,4,9,10
10604112637,305,6,24,63
10604112638,154,3,10,18
10604112639,85,0,0,10
10604112701,178,7,14,13
10604112702,57,0,6,11
10604112704,0,0,0,0
10604112705,84,0,0,11
10604112706,176,5,11,18
10604112707,85,0,8,12
10604112708,98,0,0,13
10604112709,120,0,4,10
10604112710,205,3,3,23
10604112711,113,7,0,4
10604112712,192,5,6,16
10604112713,96,0,5,6
10604112714,52,0,0,3
10604112801,173,3,9,11
10604112802,201,9,12,16
10604112803,169,5,5,14
10604112804,251,5,9,34
10604112805,117,3,7,11
10604112806,203,4,8,13
10604112807,84,0,5,10
10604112808,140,3,8,19
10604112809,214,5,10,26
10604112810,222,3,5,15
10604112811,213,4,9,26
10604112812,177,0,10,16
10604112813,179,6,8,25
10604112901,178,6,8,7
10604112902,199,3,10,34
10604112903,215,0,7,21
10604112904,168,4,9,21
10604112905,90,3,3,13
10604112906,94,0,5,12
10604112907,107,0,6,11
10604112908,145,5,9,20
10604112909,93,0,6,10
10604112910,129,3,8,20
10604112911,66,0,4,11
10604112912,107,0,4,15
10604112913,145,4,12,16
10604112914,106,8,5,13
10604112915,110,3,5,9
10604112916,177,0,16,13
10604112917,99,3,3,3
10604112918,94,6,5,16
10604112919,65,0,0,3
10604112920,149,3,7,17
10604112921,167,3,4,8
10604112922,206,9,11,20
10604112923,238,6,13,19
10701113101,114,0,9,13
10701113102,127,3,12,26
10701113103,107,0,4,8
10701113104,100,0,10,12
10701113105,191,3,18,20
10701113106,125,0,14,17
10701113107,148,4,5,19
10701113108,105,4,3,12
10701113109,191,0,11,21
10701113110,76,0,6,14
10701113111,135,0,7,14
10701113112,125,0,3,20
10701113113,126,9,6,17
10701113115,127,5,8,22
10701113116,96,3,7,11
10701113117,243,10,24,27
10701113118,181,9,4,24
10701113119,149,3,9,19
10701113120,138,4,11,19
10701113121,82,3,3,6
10701113122,95,0,8,13
10701113123,108,3,10,14
10701113124,165,3,5,7
10701113125,83,0,9,14
10701113126,179,0,9,16
10701113127,152,0,7,17
10701113128,238,4,3,12
10701113129,163,0,9,21
10701113130,120,4,8,18
10701113131,147,0,15,14
10701113132,133,0,9,17
10701113133,102,4,7,6
10701113134,194,3,6,21
10701113135,154,0,8,19
10701113136,86,0,8,10
10701113137,224,5,15,18
10701113139,302,0,5,19
10701113140,124,0,13,10
10701113141,125,0,12,13
10701113142,69,5,8,5
10701113143,180,3,9,20
10701113144,147,7,4,14
10701113145,127,0,11,18
10701113146,167,0,9,22
10701113147,151,4,3,24
10701113148,166,0,4,23
10701113149,125,0,9,9
10701113150,213,5,16,38
10701113151,113,0,14,11
10701113152,199,0,11,25
10701113153,117,0,9,11
10701113154,215,0,9,23
10701113155,185,5,11,17
10701113156,98,0,4,11
10701113157,242,6,15,19
10701113158,175,4,11,27
10701113159,114,0,0,14
10701113160,36,0,0,3
10701113161,127,4,3,17
10701113162,105,5,4,9
10701113163,221,3,23,35
10701113164,68,3,0,0
10701113165,182,3,7,22
10701113201,115,0,6,12
10701113202,126,6,9,16
10701113203,102,0,6,16
10701113204,181,3,6,23
10701113205,123,0,7,12
10701113206,122,0,7,6
10701113207,105,0,9,15
10701113210,105,0,8,16
10701113211,190,5,10,20
10701113212,78,0,3,20
10701113213,138,0,7,25
10701113214,147,0,4,26
10701113216,128,0,8,22
10701113217,216,4,11,24
10701113218,96,0,10,7
10701113219,122,3,11,10
10701113220,260,0,14,45
10701113221,173,0,5,30
10701113222,78,0,0,11
10701113223,124,0,0,21
10701113224,107,0,6,9
10701113225,227,0,15,47
10701113226,280,0,13,63
10701113227,31,0,0,0
10701113228,123,0,6,17
10701113229,222,3,26,42
10701113230,161,0,3,13
10701113301,0,0,0,0
10701113401,0,0,0,0
10701113402,132,6,4,17
10701113403,138,3,9,12
10701113404,166,0,7,14
10701113405,72,0,0,10
10701113406,242,6,5,16
10701113407,119,5,6,12
10701113409,72,0,4,3
10701113410,86,0,7,12
10701113411,88,0,0,15
10701113412,76,0,0,7
10701113413,74,0,0,8
10701113414,130,0,6,14
10701113415,179,0,12,20
10701113416,99,5,4,9
10701113417,163,3,5,9
10701113418,113,0,8,18
10701113419,173,0,9,17
10701113421,154,6,13,20
10701113422,158,0,11,20
10701113423,140,0,7,24
10701113424,161,3,8,23
10701113425,82,0,9,3
10701113426,110,0,5,18
10701113427,66,0,0,11
10701113428,83,0,0,19
10701113429,164,4,14,15
10701113431,103,0,3,9
10701113432,99,0,6,13
10701113433,110,0,3,17
10701113434,154,0,5,21
10701113435,107,0,3,7
10701113436,119,4,5,16
10701113437,80,0,3,5
10701113438,142,0,6,18
10701113439,159,3,8,12
10701113440,128,4,3,16
10701113441,7,4,0,0
10701113442,165,5,9,25
10701113443,90,3,0,13
10701113444,93,0,9,16
10701113445,63,0,5,8
10701113446,104,0,0,5
10701113447,11,0,0,0
10701113448,115,0,8,9
10701113449,8,0,0,0
10701113450,109,3,7,12
10701113451,153,0,3,17
10701154501,209,4,7,14
10701154502,177,0,12,11
10701154503,127,3,10,9
10701154504,177,6,4,21
10701154505,156,6,6,21
10701154506,143,7,14,17
10701154507,137,3,7,8
10701154508,177,6,13,16
10701154509,157,11,7,21
10701154510,173,3,15,26
10701154511,198,3,10,23
10701154512,70,0,11,0
10701154513,269,3,19,24
10701154514,178,3,11,20
10701154515,183,4,12,24
10701154516,122,0,6,8
10701154517,163,4,14,17
10701154518,204,8,16,14
10701154519,158,4,13,22
10701154520,122,0,4,11
10701154521,0,0,0,0
10701154522,107,3,0,3
10701154523,233,9,19,24
10701154524,116,9,0,8
10701154525,156,3,10,11
10701154526,80,0,9,9
10701154527,84,3,10,11
10701154528,149,4,0,8
10701154529,110,0,3,6
10701154530,78,0,0,14
10701154531,171,3,7,20
10701154532,98,4,6,8
10701154533,160,4,8,12
10701154534,3,0,0,0
10701154535,196,0,10,20
10701154536,82,3,3,3
10701154537,15,0,0,0
10701154601,123,3,9,9
10701154602,106,5,4,11
10701154603,194,4,5,10
10701154604,160,3,7,10
10701154605,140,3,8,8
10701154606,211,0,11,18
10701154607,158,3,9,9
10701154608,0,0,0,0
10701154609,107,0,7,5
10701154610,219,6,5,27
10701154611,7,0,0,0
10701154612,140,0,6,12
10701154613,202,0,10,40
10701154614,104,0,5,12
10701154615,179,4,11,16
10701154616,0,0,0,0
10701154617,143,9,5,13
10701154618,0,0,0,0
10701154619,110,3,0,6
10701154620,163,3,0,10
10701154621,142,9,10,15
10701154622,130,0,5,10
10701154623,157,3,15,20
10701154624,127,3,0,4
10701154625,147,0,10,7
10701154626,111,3,0,8
10701154627,0,0,0,0
10701154628,0,0,0,0
10701154629,90,5,3,16
10701154630,120,0,9,11
10701154631,157,3,10,19
10701154632,121,0,5,9
10701154701,87,4,3,11
10701154702,183,0,4,23
10701154704,114,5,3,11
10701154705,235,8,10,19
10701154706,0,0,0,0
10701154707,204,3,8,18
10701154708,131,4,5,14
10701154709,180,6,12,15
10701154710,175,6,7,17
10701154711,141,3,10,16
10701154712,211,11,0,6
10701154713,153,8,8,0
10702113501,0,0,0,0
10703113601,165,4,5,17
10703113602,114,0,8,14
10703113603,217,0,9,17
10703113604,155,3,12,12
10703113605,162,0,18,18
10703113609,131,3,7,16
10703113611,96,0,8,20
10703113612,124,0,11,13
10703113613,190,5,12,25
10703113614,137,0,10,18
10703113615,216,7,18,32
10703113616,0,0,0,0
10703113617,174,0,5,17
10703113618,141,0,13,20
10703113619,161,0,11,13
10703113620,110,0,5,11
10703113621,202,7,7,24
10703113622,163,3,9,17
10703113623,118,5,9,21
10703113624,108,3,4,7
10703113625,161,0,3,25
10703113626,69,0,7,6
10703113627,83,0,4,12
10703113628,92,0,0,9
10703113629,164,0,7,18
10703113630,226,0,14,40
10703113631,79,0,6,7
10703113632,99,0,5,14
10703113634,96,0,5,15
10703113636,193,5,13,44
10703113637,221,0,14,55
10703113638,177,5,9,22
10703113639,176,0,5,36
10703113640,40,0,3,5
10703113641,210,0,15,41
10703113642,115,0,3,11
10703113643,122,0,3,12
10703113644,224,0,15,38
10703113645,166,0,6,23
10703113646,136,0,6,19
10703113647,137,0,4,11
10703113648,131,0,7,24
10703113649,212,3,9,41
10703113650,182,3,9,26
10703113701,93,0,6,5
10703113702,195,0,19,33
10703113703,0,0,0,0
10703113704,92,0,11,13
10703113705,105,0,14,12
10703113706,171,3,13,24
10703113707,102,0,6,18
10703113708,91,0,8,6
10703113709,106,0,7,11
10703113710,160,0,3,9
10703113711,215,5,16,30
10703113712,126,0,11,14
10703113713,204,0,20,23
10703113714,229,6,17,23
10703113715,166,7,10,14
10703113716,185,0,19,17
10703113717,115,0,8,13
10703113718,116,7,7,13
10703113719,0,0,0,0
10703113720,0,0,0,0
10703113721,6,0,0,0
10703113722,94,0,6,6
10703113801,169,4,6,20
10703113802,218,7,11,26
10703113803,118,4,7,17
10703113804,163,3,7,24
10703113805,262,9,6,7
10703113806,166,0,7,13
10703113807,191,3,14,26
10703113808,121,0,4,14
10703113809,305,6,20,34
10703113810,190,3,11,13
10703113811,210,0,10,36
10703113812,160,4,8,17
10703113813,152,4,12,20
10703113814,131,3,6,12
10703113816,127,4,14,15
10703113817,90,0,5,12
10703113818,80,3,4,9
10703113820,162,0,8,23
10703113821,162,0,7,16
10703113822,89,0,0,8
10703113823,23,0,0,0
10703113824,260,9,13,28
10703113825,3,0,0,0
10703113901,20,0,4,0
10703113902,3,0,0,0
10703113903,79,0,3,7
10703113904,155,0,10,18
10703113905,156,0,5,16
10703113906,105,0,6,14
10703113907,143,0,10,15
10703113908,195,0,9,25
10703113909,150,0,7,15
10703113910,109,0,5,10
10703113911,0,0,0,0
10703113912,205,4,6,10
10703113913,108,3,6,14
10703113914,115,0,8,15
10703113915,136,0,6,13
10703113916,135,0,0,17
10703113917,81,0,3,8
10703113918,0,0,0,0
10703113919,203,3,9,16
10703114001,250,0,4,26
10703114002,88,0,4,10
10703114003,139,4,4,20
10703114004,146,4,3,21
10703114005,94,0,4,19
10703114006,182,3,6,19
10703114007,199,4,7,21
10703114008,88,0,8,8
10703114010,95,0,4,14
10703114011,161,0,0,23
10703114013,173,4,6,16
10703114014,130,0,3,4
10703114015,86,0,8,10
10703114016,73,0,4,10
10703114018,99,0,3,8
10703114019,103,0,0,7
10703114020,99,0,7,14
10703114021,159,3,5,10
10703114022,73,0,8,9
10703114023,154,3,5,20
10703114024,74,0,0,7
10703114025,61,0,3,6
10703114026,188,0,11,24
10703114101,174,3,5,26
10703114102,0,0,0,0
10703114104,152,0,8,10
10703114105,85,0,3,10
10703114107,104,0,10,14
10703114108,139,0,3,14
10703114111,0,0,0,0
10703114113,151,3,9,20
10703114114,138,3,10,12
10703114115,167,0,3,18
10703114116,167,0,7,12
10703114117,193,5,10,12
10703114118,99,0,5,16
10703114119,168,6,7,22
10703114120,186,6,11,15
10703114121,211,0,22,18
10703114123,209,3,11,26
10703114126,77,0,4,11
10703114127,127,5,6,9
10703114128,202,4,15,37
10703114130,237,7,13,25
10703114131,152,0,6,15
10703114134,181,0,10,19
10703114135,220,0,14,38
10703114136,117,3,4,8
10703114137,163,8,3,21
10703114138,117,0,5,17
10703114139,159,3,9,14
10703114140,200,3,12,23
10703114141,269,6,10,27
10703114142,89,0,0,13
10703114143,224,3,13,29
10703114144,127,0,11,16
10703114145,66,4,0,9
10703114146,122,4,4,12
10703114147,118,0,9,17
10703114148,253,0,14,24
10703114149,47,0,0,0
10703114150,142,0,6,19
10703114151,209,0,9,26
10703114152,220,4,0,17
10703114153,109,0,0,4
10703114154,86,0,3,13
10703114155,241,3,11,23
10703114201,182,3,5,27
10703114202,151,0,10,21
10703114203,77,3,6,12
10703114204,131,0,5,15
10703114205,151,0,8,19
10703114206,142,0,8,19
10703114207,150,7,8,8
10703114208,221,4,13,30
10703114209,143,3,9,18
10703114210,107,3,7,9
10703114211,185,0,16,20
10703114212,117,0,0,9
10703114213,197,3,6,22
10703114214,163,4,8,20
10703114215,224,5,14,13
10703114216,142,6,4,16
10703114217,169,3,9,14
10703114218,226,3,14,20
10703114219,131,4,9,15
10703114220,133,5,3,14
10703114221,12,0,0,0
10703114222,232,4,17,30
10703114223,115,0,12,11
10703114224,160,7,14,14
10703114225,178,0,12,24
10703114226,149,3,9,18
10703114301,113,0,0,3
10703114302,238,5,14,23
10703114303,151,6,11,14
10703114304,168,3,11,19
10703114305,102,0,8,18
10703114306,140,0,3,8
10703114307,138,7,7,16
10703114308,128,0,10,9
10703114309,177,3,12,25
10703114310,172,8,16,24
10703114311,169,0,12,19
10703114312,0,0,0,0
10703114313,133,0,8,21
10703114314,238,3,8,0
10703114315,178,5,11,5
10703114316,119,0,7,16
10703114317,239,3,15,21
10703114318,138,9,11,17
10703114319,171,4,15,23
10703114320,133,0,10,17
10703114321,243,9,10,17
10703114322,112,5,5,16
10703114323,156,5,8,13
10703114324,92,3,7,11
10703114325,224,3,13,14
10703114326,204,8,6,22
10703114327,106,0,9,9
10703114328,141,0,3,22
10703114329,102,0,12,8
10703114330,129,3,6,15
10703114331,157,0,9,14
10703114332,179,7,5,12
10703114333,251,6,17,19
10703114334,236,8,17,27
10703114335,188,4,13,11
10703114336,155,0,13,17
10703114337,147,0,11,12
10703114338,111,3,5,7
10703114339,172,0,4,17
10703114340,103,5,4,15
10703114341,108,3,6,7
10703114342,147,4,7,8
10703114343,184,0,12,16
10703114344,200,8,9,22
10703114345,191,4,9,17
10703114346,198,7,9,28
10703114347,176,3,9,15
10703114348,148,3,9,12
10703114349,212,8,13,30
10703114350,200,3,9,24
10704114401,151,0,11,9
10704114402,199,0,5,20
10704114403,83,3,4,7
10704114404,160,0,12,14
10704114405,190,5,14,14
10704114406,126,0,9,11
10704114407,211,3,9,23
10704114408,141,3,4,13
10704114409,95,0,6,6
10704114410,164,6,8,13
10704114411,144,0,4,23
10704114412,134,3,7,3
10704114413,146,0,4,18
10704114414,175,3,5,8
10704114415,109,0,6,3
10704114416,123,0,13,9
10704114417,403,12,16,48
10704114418,0,0,0,0
10704114419,95,0,3,13
10704114420,47,0,0,3
10704114421,181,6,9,14
10704114422,214,8,5,23
10704114423,244,7,9,25
10704114424,169,3,4,16
10704114425,226,8,5,13
10704114426,230,0,9,21
10704114427,254,4,4,20
10704114428,233,6,10,33
10704114429,164,6,8,22
10704114430,193,4,5,20
10704114431,208,7,3,17
10704114432,136,0,5,19
10704114433,239,5,14,27
10704114434,179,4,10,10
10704114435,277,8,12,38
10704114436,264,6,22,24
10704114437,209,5,12,21
10704114438,90,0,3,10
10704114439,119,0,13,11
10704114440,152,5,5,17
10704114441,131,0,5,12
10704114442,184,8,3,9
