SA1_CODE_2021,Tot_Tot,Negative_Nil_income_Tot,HI_1500_1749_Tot,HI_2000_2499_Tot
11503129904,119,0,4,17
11503129905,114,4,8,10
11503129906,60,3,3,9
11503129907,104,0,9,11
11503129908,162,5,9,18
11503130001,154,0,12,18
11503130002,190,0,9,35
11503130003,85,0,3,6
11503130004,142,3,3,13
11503130005,96,0,4,14
11503130006,79,3,0,10
11503130007,137,3,5,9
11503130008,0,0,0,0
11503130009,117,0,6,12
11503130010,121,0,8,12
11503130011,111,0,6,12
11503130012,98,0,6,11
11503130013,108,0,4,11
11503130014,95,0,4,8
11503130015,90,0,3,9
11503130016,194,5,9,13
11503130017,105,3,5,8
11503130018,136,0,9,17
11503130019,156,3,5,16
11503130020,79,0,5,17
11503130021,81,0,3,7
11503130022,148,3,5,22
11503130023,155,4,3,19
11503130024,109,0,7,17
11503130025,102,0,0,12
11503130026,139,4,7,20
11503130027,90,0,9,11
11503130028,94,0,4,12
11503130029,173,0,4,25
11503130030,92,0,9,5
11503130031,146,0,8,28
11503130032,100,0,5,6
11503130033,88,0,4,4
11503130034,118,3,4,6
11503130035,133,0,10,22
11503130036,116,6,7,21
11503130037,153,0,15,25
11503130038,114,0,0,14
11503130039,0,0,0,0
11503130040,82,6,4,9
11503130041,131,0,5,33
11503130042,136,5,0,16
11503130043,169,3,8,24
11503130044,79,3,3,22
11503130045,131,5,15,18
11503130046,82,0,0,15
11503130047,201,4,7,16
11503130048,132,0,9,16
11503130049,197,6,9,37
11503130050,101,0,6,11
11503130051,133,0,4,19
11503130052,90,5,0,9
11503130053,95,0,5,8
11503130054,133,0,8,10
11503130055,95,0,4,16
11503130056,127,0,6,11
11503130057,54,5,0,5
11503130058,105,0,3,12
11503130059,44,9,0,5
11503130060,65,0,10,12
11503130061,39,0,3,7
11503130062,158,4,6,25
11503130063,126,0,6,16
11504130101,166,11,9,12
11504130102,73,4,4,9
11504130103,160,0,8,7
11504130104,187,3,10,25
11504130105,109,0,10,17
11504130106,125,0,3,12
11504130107,149,8,11,12
11504130109,191,5,11,24
11504130110,133,0,6,12
11504130111,94,4,5,14
11504130112,131,0,3,25
11504130113,99,0,8,15
11504130114,134,0,16,12
11504130115,125,0,3,14
11504130116,223,3,4,24
11504130119,106,6,0,13
11504130120,140,4,5,13
11504130121,137,4,3,10
11504130122,72,0,6,8
11504130123,122,0,4,13
11504130124,125,0,6,13
11504130125,202,0,4,26
11504130126,123,0,3,7
11504130127,86,0,9,15
11504130128,104,0,6,5
11504130129,164,0,3,16
11504130130,92,0,3,9
11504162301,75,0,0,14
11504162302,93,0,6,9
11504162303,160,0,11,29
11504162304,139,0,0,11
11504162305,27,0,0,0
11504162306,139,5,7,18
11504162307,133,0,5,14
11504162308,111,0,5,22
11504162309,147,0,5,22
11504162310,166,3,7,21
11504162311,182,0,7,21
11504162312,169,0,9,23
11504162313,53,0,0,8
11504162314,92,0,8,18
11504162315,89,0,3,10
11504162316,161,0,7,16
11504162317,99,0,5,5
11504162318,106,0,3,8
11504162319,179,0,10,23
11504162320,119,0,8,12
11504162321,76,0,0,13
11504162322,98,0,0,15
11504162323,266,4,13,33
11504162324,169,4,7,27
11504162401,95,0,8,12
11504162402,99,3,5,10
11504162403,169,0,3,25
11504162404,139,0,8,16
11504162405,83,0,0,9
11504162406,70,0,0,4
11504162407,143,4,5,14
11504162408,133,0,3,10
11504162409,96,5,4,7
11504162410,81,0,0,6
11504162411,286,7,21,39
11504162412,146,0,7,16
11504162413,162,0,8,12
11504162414,200,0,6,26
11504162415,158,3,4,14
11504162416,116,0,4,10
11504162417,129,0,0,14
11504162418,144,0,3,18
11504162419,176,0,5,15
11504162420,147,0,4,18
11504162421,138,0,6,8
11504162422,180,0,5,26
11504162423,179,4,12,33
11504162424,101,0,0,9
11504162425,247,3,18,37
11504162426,222,3,8,23
11504162427,166,3,5,31
11504162428,104,0,3,7
11504162429,96,0,7,5
11504162430,223,0,6,17
11504162431,156,0,5,18
11504162432,189,0,0,35
11504162433,181,0,3,26
11504162434,130,0,5,6
11504162501,0,0,0,0
11504162502,108,0,0,10
11504162503,93,0,0,11
11504162504,97,3,0,13
11504162505,176,0,3,22
11504162506,105,0,9,8
11504162507,135,0,5,13
11504162508,129,0,5,8
11504162509,92,0,0,8
11504162510,118,0,3,9
11504162511,139,0,0,11
11504162512,171,5,0,17
11504162513,140,0,3,15
11504162514,177,6,10,17
11504162515,3,0,0,0
11504162516,144,0,6,21
11504162517,170,0,0,7
11504162518,133,3,9,15
11504162519,110,0,9,14
11504162520,93,0,4,10
11504162521,238,4,15,35
11504162522,145,0,5,17
11504162523,73,0,7,3
11504162524,158,0,5,9
11504162525,112,0,3,16
11504162526,164,0,5,9
11504162527,132,0,6,13
11504162528,128,0,3,14
11504162529,86,0,0,3
11504162530,107,0,4,9
11504162531,129,0,5,10
11504162532,101,0,5,12
11504162533,119,0,3,9
11504162534,97,0,5,5
11504162535,106,0,0,8
11504162536,107,0,4,10
11504162537,90,0,5,7
11504162538,132,3,0,20
11504162539,111,3,0,8
11504162540,135,0,4,14
11504162541,96,0,0,5
11504162542,142,0,6,30
11504162543,103,0,0,14
11601130301,82,0,9,13
11601130302,111,0,3,17
11601130303,4,0,0,0
11601130304,155,6,16,22
11601130305,132,0,9,18
11601130306,180,3,6,19
11601130307,153,4,10,22
11601130308,177,0,9,23
11601130309,0,0,0,0
11601130310,124,6,9,13
11601130311,157,0,6,24
11601130312,120,0,15,22
11601130313,0,0,0,0
11601130314,153,0,9,25
11601130315,190,3,12,30
11601130316,66,0,0,7
11601130317,106,3,9,18
11601130318,104,0,12,8
11601130319,192,7,18,27
11601130320,156,3,17,19
11601130321,77,0,7,7
11601130322,167,10,14,18
11601130323,168,0,9,23
11601130324,162,6,10,26
11601130325,218,10,15,15
11601130326,138,0,4,17
11601130327,143,4,8,13
11601130328,286,6,26,49
11601130329,165,5,10,10
11601130330,0,0,0,0
11601130332,236,6,15,49
11601130333,302,3,15,52
11601130334,193,5,7,35
11601130335,261,0,15,26
11601130336,111,10,5,13
11601130337,0,0,0,0
11601130338,164,12,8,16
11601130339,126,7,10,11
11601130340,81,0,6,15
11601130341,126,5,8,10
11601130342,92,0,9,19
11601130343,65,0,6,17
11601130344,242,3,14,59
11601130401,125,7,8,15
11601130402,113,3,6,18
11601130403,200,0,13,23
11601130404,209,10,14,21
11601130405,145,4,12,17
11601130406,160,3,9,18
11601130407,180,0,10,13
11601130408,115,3,10,9
11601130409,125,0,14,14
11601130410,154,5,14,26
11601130411,126,3,9,25
11601130412,130,7,11,21
11601130414,70,0,8,8
11601130415,102,0,7,13
11601130416,160,5,14,19
11601130417,248,4,18,36
11601130418,268,0,13,31
11601130419,143,3,3,20
11601130420,148,5,6,17
11601130421,114,8,9,17
11601130422,104,0,4,12
11601130423,89,0,3,6
11601130424,201,0,8,26
11601130425,149,3,5,28
11601130426,217,10,13,26
11601130428,151,0,9,12
11601130429,103,3,12,10
11601130430,164,5,10,21
11601130431,65,3,0,11
11601130432,183,0,8,29
11601130433,136,0,12,17
11601130434,127,5,11,20
11601130435,179,9,14,23
11601130436,149,3,11,23
11601130437,136,0,13,12
11601130438,100,6,7,9
11601130439,214,7,8,24
11601130440,125,0,11,14
11601130441,0,0,0,0
11601130442,127,0,7,16
11601130443,157,5,5,22
11601130444,152,0,10,22
11601130445,165,3,11,29
11601130446,135,3,3,7
11601130447,198,3,13,30
11601130448,116,0,0,16
11601130601,145,6,14,17
11601130602,116,0,4,15
11601130604,803,7,31,112
11601130605,87,0,9,5
11601130606,118,0,7,18
11601130607,96,6,5,18
11601130608,201,4,16,29
11601130609,107,3,4,15
11601130610,96,0,6,9
11601130611,136,5,4,17
11601130612,134,7,4,17
11601130613,141,0,12,17
11601130614,223,4,12,31
11601130615,119,0,5,14
11601130616,94,0,4,9
11601130617,126,5,4,18
11601130618,76,0,0,6
11601130619,140,3,13,22
11601130620,156,4,9,28
11601130621,152,0,16,22
11601130622,133,5,5,17
11601130623,84,0,13,18
11601130624,151,7,6,18
11601130625,192,3,15,25
11601130626,120,4,7,17
11601130627,122,0,9,16
11601130628,147,5,12,10
11601130629,0,0,0,0
11601130630,161,4,17,30
11601130631,128,0,8,13
11601130632,117,0,7,12
11601130633,110,0,11,16
11601130634,100,0,5,11
11601130635,94,4,3,12
11601130636,74,0,0,10
11601130637,68,0,7,7
11601130638,199,8,18,21
11601130639,118,3,4,13
11601130640,106,0,4,17
11601130641,181,0,12,20
11601130642,123,5,4,17
11601130643,108,4,4,5
11601130644,47,0,4,3
11601130645,147,0,13,9
11601130646,127,6,11,18
11601130647,135,4,4,8
11601130648,88,0,5,7
11601130649,116,3,3,14
11601130650,165,3,7,23
11601130651,69,0,4,10
11601130652,267,4,20,47
11601130701,202,3,6,32
11601130702,121,0,4,7
11601130703,137,0,5,17
11601130704,78,0,4,6
11601130705,144,0,5,24
11601130706,110,0,9,13
11601130707,162,7,13,14
11601130708,214,10,9,21
11601130709,198,5,6,10
11601130710,182,5,6,22
11601130711,166,3,14,16
11601130712,145,0,3,20
11601130713,114,3,4,17
11601130714,177,3,14,26
11601130715,137,0,10,18
11601130716,172,10,6,21
11601130717,223,6,14,21
11601130718,173,4,8,24
11601130719,143,8,7,11
11601130720,205,3,20,26
11601130721,7,0,0,0
11601130722,106,0,0,15
11601130723,125,4,11,10
11601130724,98,8,8,11
11601130725,139,0,11,16
11601130726,191,4,9,16
11601130727,132,4,0,14
11601130728,46,0,6,5
11601130729,129,0,7,20
11601130730,196,3,8,14
11601130731,118,0,7,15
11601130732,97,0,0,12
11601130733,112,3,8,17
11601130734,155,3,10,20
11601130735,212,6,12,23
11601130736,187,7,12,34
11601130737,115,3,7,22
11601130738,165,3,11,19
11601130739,142,6,16,11
11601130740,189,3,21,20
11601130741,172,3,16,11
11601130742,200,0,8,27
11601130743,96,0,0,16
11601130744,169,0,5,20
11601130745,179,5,5,25
11601130746,131,0,10,12
11601130747,159,0,6,17
11601130748,238,3,10,32
11601130749,199,0,12,27
11601130750,183,6,3,20
11601130751,109,0,4,9
11601130752,142,3,8,13
11601130753,152,3,9,12
11601130754,267,12,10,21
11601130755,204,9,9,26
11601130756,200,3,19,33
11601156001,183,0,22,33
11601156002,202,9,10,21
11601156003,105,0,0,9
11601156004,169,0,13,17
11601156005,75,0,10,11
11601156006,146,4,4,14
11601156007,175,0,4,22
11601156008,192,4,14,24
11601156009,154,4,8,14
11601156010,77,6,6,0
11601156011,100,0,9,18
11601156012,192,5,13,17
11601156013,171,0,15,29
11601156014,151,0,6,18
11601156015,169,0,13,22
11601156016,187,3,16,24
11601156017,138,3,3,11
11601156018,151,13,8,18
11601156019,178,4,12,27
11601156020,111,0,6,11
11601156021,107,0,3,14
11601156022,121,5,10,18
11601156023,139,0,13,15
11601156024,142,0,7,19
11601156025,152,3,5,21
11601156026,227,6,15,26
11601156027,91,3,6,3
11601156028,99,5,8,8
11601156101,208,4,15,27
11601156102,106,5,4,5
11601156103,108,0,15,16
11601156104,292,8,24,44
11601156105,250,10,18,33
11601156106,209,0,16,23
11601156107,174,3,8,26
11601156108,141,0,13,20
11601156109,121,3,11,11
11601156110,136,4,3,20
11601156111,195,3,14,36
11601156112,140,9,12,20
11601156113,171,5,10,33
11601156114,97,4,0,17
11601156115,148,4,3,21
11601156116,122,0,6,29
11601156117,220,11,25,31
11601156118,149,5,18,11
11601156119,185,4,3,25
11601156120,152,0,12,24
11601156121,130,9,5,12
11601156122,106,0,3,11
11601156123,114,6,3,18
11601156124,122,0,4,14
11601156125,201,3,12,26
11601156126,104,0,3,16
11601156127,131,5,12,26
11601156128,116,3,3,14
11601156129,124,0,7,17
11601156130,233,0,24,33
11601156131,144,4,12,10
11601156132,90,0,7,18
11601156133,132,0,10,23
11601156134,155,5,4,20
11601156135,102,0,8,13
11601162601,130,3,7,16
11601162602,157,3,0,23
11601162603,173,0,11,18
11601162604,243,4,16,25
11601162605,164,4,12,18
11601162606,159,6,8,16
11601162607,191,3,11,17
11601162608,179,6,15,37
11601162609,123,4,12,17
11601162610,103,0,6,12
11601162611,229,12,16,19
11601162612,113,0,10,16
11601162613,166,0,7,19
11601162614,192,7,9,29
11601162615,112,0,15,5
11601162616,183,5,11,21
11601162617,196,4,11,22
11601162618,165,5,12,28
11601162619,103,0,18,15
11601162620,243,3,14,45
11601162621,175,6,3,18
11601162622,205,8,13,21
11601162623,98,3,4,16
11601162624,209,6,17,23
11601162625,139,3,13,17
11601162626,189,5,3,16
11601162627,81,0,4,12
11601162628,3,0,0,0
11601162629,157,3,13,15
11601162630,165,0,5,23
11601162631,143,0,0,10
11601162632,106,3,3,6
11601162701,159,5,5,10
11601162702,128,4,6,11
11601162703,112,3,0,13
11601162704,161,8,5,5
11601162705,151,6,10,17
11601162706,125,0,12,17
11601162707,198,0,9,41
11601162708,136,3,4,18
11601162709,104,4,0,16
11601162710,140,4,9,11
11601162711,138,0,3,16
11601162712,173,6,8,24
11601162713,0,0,0,0
11601162714,218,7,8,30
11601162715,114,0,11,22
11601162716,137,3,6,25
11601162717,115,3,3,16
11601162718,193,0,8,32
11601162719,192,5,10,13
11601162720,222,6,13,32
11601162721,172,3,0,18
11601162722,257,6,10,40
11601162723,109,0,4,20
11601162724,136,0,8,24
11601162725,86,4,5,7
11601162726,130,3,11,24
11602130901,130,0,6,12
11602130902,113,0,5,9
11602130903,105,0,5,12
11602130904,114,0,0,12
11602130905,125,0,0,13
11602130906,172,0,5,20
11602130907,109,0,6,11
11602130908,123,0,7,20
11602130909,101,3,7,7
11602130910,140,4,5,14
11602130911,111,0,10,14
11602130912,150,5,0,13
11602130913,68,0,0,8
11602130914,178,5,7,32
11602130915,80,0,4,12
11602130916,92,0,0,9
11602130917,116,0,12,20
11602130918,164,0,10,16
11602130919,166,0,4,7
11602130920,136,0,7,9
11602130921,95,0,7,14
11602130922,212,5,9,20
11602130923,101,0,0,21
11602130924,202,0,7,20
11602130925,144,4,8,15
11602130926,70,0,5,10
11602130927,85,0,4,10
11602130928,134,0,8,9
11602130929,223,0,7,15
11602130930,124,0,7,9
11602130931,124,8,4,8
11602130932,112,3,0,12
11602130933,70,0,0,7
11602130934,118,0,3,13
11602130935,100,3,3,19
11602130936,93,0,0,7
11602156201,101,0,5,5
11602156202,112,4,4,21
11602156203,121,0,5,16
11602156204,172,0,7,27
11602156205,132,5,4,16
11602156206,79,0,3,3
11602156207,125,0,3,19
11602156208,149,0,3,21
11602156209,131,0,3,19
11602156301,184,5,16,30
11602156302,143,0,8,16
11602156303,195,6,7,17
11602156304,96,0,4,7
11602156305,102,0,7,11
11602156306,144,0,9,18
11602156307,115,0,4,12
11602156308,114,0,3,17
11602156309,139,0,6,22
11602156310,189,0,7,30
11602156311,156,0,5,22
11602156312,169,0,5,28
11602156313,90,0,11,12
11602156314,137,0,9,17
11602156315,167,0,9,17
11602156316,129,0,9,12
11602156317,180,0,7,23
11602156318,153,0,12,26
11602156319,161,0,10,30
11602156320,153,5,12,23
11602156321,141,0,0,24
11602156322,358,5,23,64
11602156323,137,0,6,25
11602156324,123,6,6,21
11602156325,84,0,4,5
11602156326,105,0,6,13
11602156327,84,0,4,12
11602156328,110,0,12,21
11602156329,116,4,8,24
11602156330,184,6,7,22
11602156331,128,0,13,19
11602156332,89,6,3,9
11602156333,129,6,7,19
11602156334,256,3,13,29
11602156335,73,0,0,14
11602156336,106,0,0,8
11602156337,119,0,5,25
11602156338,147,3,12,18
11602156339,164,4,9,17
11602156340,190,5,7,24
11602156341,87,0,3,7
11602156342,133,3,0,22
11602156343,103,0,6,16
11602156344,81,0,6,12
11602156345,195,0,12,32
11602156346,120,0,9,17
11602156347,143,0,3,17
11602156348,102,3,3,13
11602156349,69,0,4,3
11602156350,107,3,13,14
11602156351,99,0,8,19
11602156352,83,0,8,3
11602156353,110,0,3,19
11602156354,101,0,5,19
11602156355,150,0,6,26
11602156356,83,0,0,12
11602156357,67,0,5,4
11602162801,193,0,3,25
11602162802,175,3,5,29
11602162803,114,0,6,22
11602162804,143,0,5,9
11602162805,101,0,0,12
11602162806,131,0,7,9
11602162807,167,0,5,17
11602162808,115,0,9,13
11602162809,92,0,0,7
11602162810,187,15,13,6
11602162811,128,6,5,15
11602162812,81,0,3,11
11602162813,116,0,6,5
11602162814,107,0,0,11
11602162815,145,0,0,14
11602162816,119,0,5,6
11602162817,125,0,9,10
11602162818,126,0,9,11
11602162819,110,0,4,13
11602162820,203,4,10,22
11602162821,159,0,3,17
11602162822,127,0,3,12
11602162823,129,0,6,14
11602162824,136,3,9,18
11602162825,107,0,11,17
11602162826,89,0,3,15
11602162827,170,6,7,34
11602162828,135,0,5,19
11602162829,202,6,5,17
11602162830,198,6,5,17
11602162831,159,0,5,20
11602162832,165,0,4,18
11602162833,129,0,11,9
11602162834,165,0,3,11
11602162835,155,0,6,13
11602162836,166,0,4,14
11602162837,116,0,0,11
11602162838,236,0,6,19
11602162839,87,0,11,9
11602162840,150,3,6,16
11602162841,228,0,8,34
11602162842,131,0,3,9
11602162901,114,5,0,10
11602162902,428,0,20,67
11602162903,171,0,4,38
11602162904,166,0,8,22
11602162905,117,0,12,12
11602162906,127,0,7,18
11602162907,75,0,4,12
11602162908,175,0,7,31
11602162909,162,0,14,20
11602162910,74,0,0,6
11602162911,184,0,11,27
11602162912,228,0,12,37
11602162913,103,0,0,7
11602162914,118,0,7,24
11602162915,99,0,0,15
11602162916,138,0,7,24
11602162917,148,0,3,28
11602162918,204,0,5,19
11602162919,100,0,3,14
11602162920,143,0,5,11
11602162921,106,0,0,14
11602162922,151,0,11,20
11602162923,115,0,0,20
11602162924,110,0,0,16
11602162925,122,0,0,25
11602162926,206,6,6,5
11602162927,164,4,8,22
11602162928,131,0,7,28
11602162929,133,0,3,30
11602162930,169,3,13,30
11602163001,156,0,4,32
11602163002,155,0,9,34
11602163003,67,0,6,7
11602163004,147,3,15,21
11602163005,117,0,5,27
11602163006,170,0,9,30
11602163007,9,0,0,0
11602163008,100,3,3,13
11602163009,158,3,16,28
11602163010,180,4,11,18
11602163011,116,0,4,27
11602163012,100,0,3,12
11602163013,159,9,12,23
11602163014,86,0,5,16
11602163015,158,0,10,29
11602163016,144,0,10,24
11602163017,138,0,0,23
11602163018,125,0,10,15
11602163019,181,0,13,29
11602163020,153,0,10,19
11602163021,138,3,10,20
11602163022,76,0,5,5
11602163023,177,4,5,24
11602163024,116,0,9,18
11602163025,192,4,7,49
11602163026,179,4,7,28
11602163027,85,0,8,12
11602163028,130,0,10,21
11602163029,110,4,3,8
11602163030,60,3,0,10
11602163031,148,0,8,13
11602163032,94,5,5,12
11602163033,98,0,0,12
11602163034,152,9,12,19
11602163101,110,0,3,17
11602163102,0,0,0,0
11602163103,140,0,0,4
11602163104,167,0,8,19
11602163105,215,0,8,20
11602163106,205,0,6,27
11602163107,90,0,0,15
11602163108,224,0,3,16
11602163109,218,3,14,33
11602163110,109,0,5,3
11602163111,109,0,6,24
11602163112,169,0,7,16
11602163113,188,0,12,23
11602163114,179,4,8,25
11602163115,116,0,5,15
11602163116,172,5,6,23
11602163117,188,4,8,22
11602163118,59,3,4,10
11602163119,63,3,0,12
11602163120,96,0,6,15
11602163201,116,0,5,26
11602163202,180,0,0,29
11602163203,191,0,5,22
11602163204,213,3,19,29
11602163205,113,0,3,24
11602163206,220,0,12,26
11602163207,89,0,3,14
11602163208,119,0,3,17
11602163209,205,0,11,36
11602163210,118,0,4,17
11602163211,188,0,7,21
11602163212,516,15,41,96
11602163213,201,0,9,28
11602163214,203,0,9,29
11602163215,166,4,11,24
11602163216,89,3,3,8
11602163217,166,0,11,36
11602163218,204,0,5,40
11602163219,110,0,4,8
11602163220,139,0,9,30
11602163221,83,0,0,10
11602163222,183,0,5,30
11602163223,205,0,15,40
11602163224,164,3,16,29
11602163225,202,3,15,26
11602163226,131,0,3,18
11602163227,60,0,0,4
11602163228,169,0,3,24
11602163229,283,0,9,56
11602163230,181,7,16,33
11602163231,94,0,0,18
11602163232,265,0,5,38
11602163233,108,0,3,12
11602163234,186,3,4,20
11602163235,145,0,8,19
11602163236,139,4,9,21
11602163237,114,0,15,32
11602163238,163,0,3,29
11602163239,128,0,6,13
11602163240,99,0,4,20
11602163241,161,3,7,14
11602163242,150,0,4,24
11602163243,110,0,5,15
11602163244,88,0,4,10
11602163245,454,7,43,80
11602163301,101,0,5,14
11602163302,111,0,3,17
11602163303,126,0,0,14
11602163304,0,0,0,0
11602163305,118,0,4,18
11602163306,112,0,8,12
11602163307,92,0,3,14
11602163308,258,0,10,18
11602163309,136,0,8,17
11602163310,99,3,7,13
11602163311,95,0,8,16
11602163312,211,0,10,24
11602163313,91,0,0,4
11602163314,115,0,3,22
11602163315,187,0,13,30
11602163316,115,0,3,18
11602163317,117,0,9,12
11602163318,153,0,0,19
11602163319,0,0,0,0
11602163320,138,0,5,21
11602163321,161,0,12,23
11602163322,133,0,5,19
11602163323,116,0,4,11
11602163324,212,0,7,15
11602163325,152,0,0,15
11602163326,322,11,4,5
11602163327,118,0,6,15
11603131301,77,0,4,0
11603131302,87,0,8,9
11603131303,137,5,9,9
11603131304,128,0,9,7
11603131305,139,3,12,7
11603131306,123,3,10,9
11603131307,127,5,10,15
11603131308,104,0,9,8
11603131309,104,5,7,18
11603131310,149,6,10,25
11603131311,102,3,8,0
11603131312,114,3,6,6
11603131313,79,0,6,13
11603131314,145,4,5,9
11603131315,77,0,4,6
11603131316,110,5,6,11
11603131317,128,5,6,9
11603131318,160,4,9,12
11603131319,103,0,7,18
11603131320,149,9,5,18
11603131321,89,0,5,6
11603131322,103,0,3,12
11603131323,87,0,4,4
11603131324,0,0,0,0
11603131325,144,4,11,18
11603131326,72,0,3,10
11603131327,165,9,10,26
11603131328,144,0,15,29
11603131329,0,0,0,0
11603131330,92,4,3,3
11603131331,0,0,0,0
11603131332,125,5,6,15
11603131333,140,0,10,10
11603131334,79,0,4,12
11603131335,127,0,14,17
11603131336,166,4,5,19
11603131337,96,0,5,7
11603131338,112,5,14,14
11603131339,89,0,9,7
11603131340,58,3,4,3
11603131341,109,9,6,12
11603131342,141,4,9,14
11603131343,73,0,3,11
11603131344,0,0,0,0
11603131345,128,0,10,9
11603131346,109,0,9,14
11603131347,163,3,6,9
11603131348,90,0,3,10
11603131349,151,3,13,17
11603131350,196,9,11,20
11603131351,130,3,8,13
11603131352,73,3,6,0
11603131401,136,0,5,21
11603131402,149,0,3,30
11603131403,114,0,11,24
11603131404,100,0,3,25
11603131405,150,0,16,25
11603131406,136,0,8,21
11603131407,122,0,6,16
11603131408,148,0,4,31
11603131409,94,5,5,18
11603131410,104,0,5,11
11603131411,184,9,9,33
11603131412,120,0,11,20
11603131413,117,0,8,16
11603131414,101,0,6,12
11603131415,126,0,8,25
11603131416,76,0,4,4
11603131417,155,0,12,19
11603131418,0,0,0,0
11603131419,104,0,3,14
11603131420,0,0,0,0
11603131421,0,0,0,0
11603131422,107,0,8,16
11603131423,99,0,8,20
11603131501,106,0,15,12
11603131502,105,0,6,11
11603131503,75,0,6,12
11603131504,157,5,23,20
11603131505,113,0,4,11
11603131506,190,7,12,32
11603131507,63,0,0,13
11603131508,96,3,4,11
11603131509,78,3,4,14
11603131510,94,0,8,11
11603131511,88,3,4,10
11603131512,148,0,8,17
11603131513,124,0,13,17
11603131514,163,0,9,28
11603131515,125,3,9,14
11603131516,157,3,9,28
11603131517,149,4,13,19
11603131518,134,3,11,31
11603131519,105,0,9,12
11603131520,194,4,6,33
11603131521,106,0,10,17
11603131522,214,0,10,28
11603131523,160,0,4,22
11603131524,167,6,11,22
11603131525,233,0,13,53
11603131526,75,0,0,3
11603131527,99,0,9,9
11603131528,117,3,5,21
11603131529,138,0,13,20
11603131530,123,0,5,21
11603131531,76,3,3,9
11603131532,107,0,7,10
11603131533,147,0,9,28
11603131534,76,0,9,10
11603131535,178,6,6,22
11603131536,239,3,8,25
11603131537,164,0,15,29
11603131538,101,3,9,17
11603131539,134,8,8,15
11603131540,125,3,12,20
11603131541,95,0,4,21
11603131542,113,0,9,20
11603131543,161,0,6,25
11603131544,170,3,16,27
11603131545,103,3,5,16
11603131546,129,0,6,23
11603131601,0,0,0,0
11603131602,44,0,4,3
11603131603,69,0,4,9
11603131605,157,0,6,13
11603131606,137,0,10,13
11603131607,104,3,11,9
11603131608,100,3,6,10
11603131609,67,3,5,4
11603131610,140,3,7,12
11603131611,121,0,4,11
11603131612,93,0,6,12
11603131613,145,3,0,15
11603131614,78,4,8,10
11603131615,104,0,3,15
11603131616,85,5,4,13
11603131617,188,4,12,14
11603131618,107,0,5,11
11603131619,94,0,3,7
11603131620,115,3,9,11
11603131621,109,6,8,10
11603131622,107,0,0,16
11603131623,176,0,16,19
11603131624,115,3,0,11
11603131625,87,0,6,3
11603131626,109,0,5,8
11603131627,92,5,7,5
11603131628,99,3,4,8
11603131629,96,6,3,12
11603131630,122,4,10,12
11603131631,109,0,11,8
11603131632,148,8,4,8
11603131633,115,3,15,12
11603131634,198,3,7,17
11603131635,47,0,0,0
11603131636,162,5,5,11
11603131637,0,0,0,0
11603131638,161,4,11,8
11603131639,167,6,8,16
11603131640,158,4,4,12
11603131641,120,9,7,13
11603131642,355,0,27,80
11603131643,233,0,13,41
11603131644,197,0,8,36
11603131645,416,5,26,52
11603131646,188,8,9,33
11603131647,264,0,22,47
11603131648,236,0,8,45
11603131649,233,0,16,44
11603131650,0,0,0,0
11603131651,3,0,0,0
11603131701,0,0,0,0
11603131702,166,5,0,13
11603131703,137,0,12,18
11603131705,106,3,8,13
11603131706,135,11,10,10
11603131707,181,5,3,20
11603131708,133,0,8,16
11603131709,197,3,7,15
11603131710,144,3,13,30
11603131711,197,5,20,20
11603131712,105,3,3,8
11603131713,4,0,0,0
11603131714,130,4,3,11
11603131715,158,9,7,10
11603131716,0,0,0,0
11603131718,129,7,17,13
11603131719,149,0,10,23
11603131720,179,0,9,19
11603131721,174,0,11,15
11603131723,77,3,4,4
11603131724,95,4,9,13
11603131725,118,0,11,10
11603131726,162,5,6,17
11603131727,83,4,7,0
11603131728,141,0,4,16
11603131729,123,0,6,18
11603131730,133,3,13,18
11603131731,157,4,11,24
11603131732,118,3,8,11
11603131733,213,4,4,14
11603131734,195,3,11,21
11603131736,129,5,9,16
11603131737,128,3,8,16
11603131738,112,0,15,16
11603131739,204,0,24,28
11603131742,157,3,11,20
11603131744,97,0,11,12
11603131746,145,3,5,19
11603131747,99,0,12,18
11603131748,93,0,11,8
11603131749,134,7,12,12
11603131750,154,3,15,17
11603131751,97,0,3,14
11603131752,112,3,6,19
11603131753,91,0,4,9
11603131754,360,9,39,44
11603131755,102,4,5,10
11603131756,116,0,6,15
11603131757,102,0,3,9
11603131758,95,0,12,11
11603131759,69,0,4,10
11603131760,107,0,9,8
11603131761,111,5,3,10
11603131762,127,5,13,21
11603131801,3,0,0,0
11603131803,0,0,0,0
11603131804,0,0,0,0
11603131901,93,0,10,12
11603131902,106,4,4,14
11603131903,146,0,15,22
11603131904,66,0,5,6
11603131905,116,0,7,20
11603131906,121,0,4,13
11603131907,123,5,5,9
11603131908,124,0,4,18
11603131909,142,0,13,12
11603131910,0,0,0,0
11603131911,6,0,0,0
11603131912,95,0,5,15
11603131914,191,0,20,31
11603131915,138,3,12,14
11603131916,165,0,5,25
11603131918,143,3,9,10
11603131919,61,0,3,13
11603131920,0,0,0,0
11603131923,154,4,0,21
11603131924,120,4,11,17
11603131925,121,0,3,15
11603131926,80,0,3,12
11603131927,118,0,9,20
11603131929,205,3,10,27
11603131930,105,0,3,11
11603131931,206,5,12,33
11603131932,172,3,14,22
11603131933,140,6,6,21
11603131934,140,7,7,17
11603131935,156,0,6,29
11603131936,140,5,6,21
